M7m3n6,7,3,6,popmapsa,W-11.fq.gz,6
M7m3n7,7,3,7,popmapsa,W-11.fq.gz,6
M7m3n8,7,3,8,popmapsa,W-11.fq.gz,6
M8m3n7,8,3,7,popmapsa,W-11.fq.gz,6
M8m3n8,8,3,8,popmapsa,W-11.fq.gz,6
M8m3n9,8,3,9,popmapsa,W-11.fq.gz,6
M1m3n0,1,3,0,popmapsa,XX-19.fq.gz,7
M1m3n1,1,3,1,popmapsa,XX-19.fq.gz,7
M1m3n2,1,3,2,popmapsa,XX-19.fq.gz,7
M2m3n1,2,3,1,popmapsa,XX-19.fq.gz,7
M2m3n2,2,3,2,popmapsa,XX-19.fq.gz,7
M2m3n3,2,3,3,popmapsa,XX-19.fq.gz,7
M3m3n2,3,3,2,popmapsa,XX-19.fq.gz,7
M3m3n3,3,3,3,popmapsa,XX-19.fq.gz,7
M3m3n4,3,3,4,popmapsa,XX-19.fq.gz,7
M4m3n3,4,3,3,popmapsa,XX-19.fq.gz,7
M4m3n4,4,3,4,popmapsa,XX-19.fq.gz,7
M4m3n5,4,3,5,popmapsa,XX-19.fq.gz,7
M5m3n4,5,3,4,popmapsa,XX-19.fq.gz,7
M5m3n5,5,3,5,popmapsa,XX-19.fq.gz,7
M5m3n6,5,3,6,popmapsa,XX-19.fq.gz,7
M6m3n5,6,3,5,popmapsa,XX-19.fq.gz,7
M6m3n6,6,3,6,popmapsa,XX-19.fq.gz,7
M6m3n7,6,3,7,popmapsa,XX-19.fq.gz,7
M7m3n6,7,3,6,popmapsa,XX-19.fq.gz,7
M7m3n7,7,3,7,popmapsa,XX-19.fq.gz,7
M7m3n8,7,3,8,popmapsa,XX-19.fq.gz,7
M8m3n7,8,3,7,popmapsa,XX-19.fq.gz,7
M8m3n8,8,3,8,popmapsa,XX-19.fq.gz,7
M8m3n9,8,3,9,popmapsa,XX-19.fq.gz,7
M1m3n0,1,3,0,popmapsa,Y-13.fq.gz,8
M1m3n1,1,3,1,popmapsa,Y-13.fq.gz,8
M1m3n2,1,3,2,popmapsa,Y-13.fq.gz,8
M2m3n1,2,3,1,popmapsa,Y-13.fq.gz,8
M2m3n2,2,3,2,popmapsa,Y-13.fq.gz,8
M2m3n3,2,3,3,popmapsa,Y-13.fq.gz,8
M3m3n2,3,3,2,popmapsa,Y-13.fq.gz,8
M3m3n3,3,3,3,popmapsa,Y-13.fq.gz,8
M3m3n4,3,3,4,popmapsa,Y-13.fq.gz,8
M4m3n3,4,3,3,popmapsa,Y-13.fq.gz,8
M4m3n4,4,3,4,popmapsa,Y-13.fq.gz,8
M4m3n5,4,3,5,popmapsa,Y-13.fq.gz,8
M5m3n4,5,3,4,popmapsa,Y-13.fq.gz,8
M5m3n5,5,3,5,popmapsa,Y-13.fq.gz,8
M5m3n6,5,3,6,popmapsa,Y-13.fq.gz,8
M6m3n5,6,3,5,popmapsa,Y-13.fq.gz,8
M6m3n6,6,3,6,popmapsa,Y-13.fq.gz,8
M6m3n7,6,3,7,popmapsa,Y-13.fq.gz,8
M7m3n6,7,3,6,popmapsa,Y-13.fq.gz,8
M7m3n7,7,3,7,popmapsa,Y-13.fq.gz,8
M7m3n8,7,3,8,popmapsa,Y-13.fq.gz,8
M8m3n7,8,3,7,popmapsa,Y-13.fq.gz,8
M8m3n8,8,3,8,popmapsa,Y-13.fq.gz,8
M8m3n9,8,3,9,popmapsa,Y-13.fq.gz,8
M1m3n0,1,3,0,popmapsa,Z-15.fq.gz,9
M1m3n1,1,3,1,popmapsa,Z-15.fq.gz,9
M1m3n2,1,3,2,popmapsa,Z-15.fq.gz,9
M2m3n1,2,3,1,popmapsa,Z-15.fq.gz,9
M2m3n2,2,3,2,popmapsa,Z-15.fq.gz,9
M2m3n3,2,3,3,popmapsa,Z-15.fq.gz,9
M3m3n2,3,3,2,popmapsa,Z-15.fq.gz,9
M3m3n3,3,3,3,popmapsa,Z-15.fq.gz,9
M3m3n4,3,3,4,popmapsa,Z-15.fq.gz,9
M4m3n3,4,3,3,popmapsa,Z-15.fq.gz,9
M4m3n4,4,3,4,popmapsa,Z-15.fq.gz,9
M4m3n5,4,3,5,popmapsa,Z-15.fq.gz,9
M5m3n4,5,3,4,popmapsa,Z-15.fq.gz,9
M5m3n5,5,3,5,popmapsa,Z-15.fq.gz,9
M5m3n6,5,3,6,popmapsa,Z-15.fq.gz,9
M6m3n5,6,3,5,popmapsa,Z-15.fq.gz,9
M6m3n6,6,3,6,popmapsa,Z-15.fq.gz,9
M6m3n7,6,3,7,popmapsa,Z-15.fq.gz,9
M7m3n6,7,3,6,popmapsa,Z-15.fq.gz,9
M7m3n7,7,3,7,popmapsa,Z-15.fq.gz,9
M7m3n8,7,3,8,popmapsa,Z-15.fq.gz,9
M8m3n7,8,3,7,popmapsa,Z-15.fq.gz,9
M8m3n8,8,3,8,popmapsa,Z-15.fq.gz,9
M8m3n9,8,3,9,popmapsa,Z-15.fq.gz,9
M1m3n0,1,3,0,popmapsa,M-17.fq.gz,10
M1m3n1,1,3,1,popmapsa,M-17.fq.gz,10
M1m3n2,1,3,2,popmapsa,M-17.fq.gz,10
M2m3n1,2,3,1,popmapsa,M-17.fq.gz,10
M2m3n2,2,3,2,popmapsa,M-17.fq.gz,10
M2m3n3,2,3,3,popmapsa,M-17.fq.gz,10
M3m3n2,3,3,2,popmapsa,M-17.fq.gz,10
M3m3n3,3,3,3,popmapsa,M-17.fq.gz,10
M3m3n4,3,3,4,popmapsa,M-17.fq.gz,10
M4m3n3,4,3,3,popmapsa,M-17.fq.gz,10
M4m3n4,4,3,4,popmapsa,M-17.fq.gz,10
M4m3n5,4,3,5,popmapsa,M-17.fq.gz,10
M5m3n4,5,3,4,popmapsa,M-17.fq.gz,10
M5m3n5,5,3,5,popmapsa,M-17.fq.gz,10
M5m3n6,5,3,6,popmapsa,M-17.fq.gz,10
M6m3n5,6,3,5,popmapsa,M-17.fq.gz,10
M6m3n6,6,3,6,popmapsa,M-17.fq.gz,10
M6m3n7,6,3,7,popmapsa,M-17.fq.gz,10
M7m3n6,7,3,6,popmapsa,M-17.fq.gz,10
M7m3n7,7,3,7,popmapsa,M-17.fq.gz,10
M7m3n8,7,3,8,popmapsa,M-17.fq.gz,10
M8m3n7,8,3,7,popmapsa,M-17.fq.gz,10
M8m3n8,8,3,8,popmapsa,M-17.fq.gz,10
M8m3n9,8,3,9,popmapsa,M-17.fq.gz,10
M1m3n0,1,3,0,popmapsa,N-21.fq.gz,11
M1m3n1,1,3,1,popmapsa,N-21.fq.gz,11
M1m3n2,1,3,2,popmapsa,N-21.fq.gz,11
M2m3n1,2,3,1,popmapsa,N-21.fq.gz,11
M2m3n2,2,3,2,popmapsa,N-21.fq.gz,11
M2m3n3,2,3,3,popmapsa,N-21.fq.gz,11
M3m3n2,3,3,2,popmapsa,N-21.fq.gz,11
M3m3n3,3,3,3,popmapsa,N-21.fq.gz,11
M3m3n4,3,3,4,popmapsa,N-21.fq.gz,11
M4m3n3,4,3,3,popmapsa,N-21.fq.gz,11
M4m3n4,4,3,4,popmapsa,N-21.fq.gz,11
M4m3n5,4,3,5,popmapsa,N-21.fq.gz,11
M5m3n4,5,3,4,popmapsa,N-21.fq.gz,11
M5m3n5,5,3,5,popmapsa,N-21.fq.gz,11
M5m3n6,5,3,6,popmapsa,N-21.fq.gz,11
M6m3n5,6,3,5,popmapsa,N-21.fq.gz,11
M6m3n6,6,3,6,popmapsa,N-21.fq.gz,11
M6m3n7,6,3,7,popmapsa,N-21.fq.gz,11
M7m3n6,7,3,6,popmapsa,N-21.fq.gz,11
M7m3n7,7,3,7,popmapsa,N-21.fq.gz,11
M7m3n8,7,3,8,popmapsa,N-21.fq.gz,11
M8m3n7,8,3,7,popmapsa,N-21.fq.gz,11
M8m3n8,8,3,8,popmapsa,N-21.fq.gz,11
M8m3n9,8,3,9,popmapsa,N-21.fq.gz,11
M1m3n0,1,3,0,popmapsa,P-14.fq.gz,12
M1m3n1,1,3,1,popmapsa,P-14.fq.gz,12
M1m3n2,1,3,2,popmapsa,P-14.fq.gz,12
M2m3n1,2,3,1,popmapsa,P-14.fq.gz,12
M2m3n2,2,3,2,popmapsa,P-14.fq.gz,12
M2m3n3,2,3,3,popmapsa,P-14.fq.gz,12
M3m3n2,3,3,2,popmapsa,P-14.fq.gz,12
M3m3n3,3,3,3,popmapsa,P-14.fq.gz,12
M3m3n4,3,3,4,popmapsa,P-14.fq.gz,12
M4m3n3,4,3,3,popmapsa,P-14.fq.gz,12
M4m3n4,4,3,4,popmapsa,P-14.fq.gz,12
M4m3n5,4,3,5,popmapsa,P-14.fq.gz,12
M5m3n4,5,3,4,popmapsa,P-14.fq.gz,12
M5m3n5,5,3,5,popmapsa,P-14.fq.gz,12
M5m3n6,5,3,6,popmapsa,P-14.fq.gz,12
M6m3n5,6,3,5,popmapsa,P-14.fq.gz,12
M6m3n6,6,3,6,popmapsa,P-14.fq.gz,12
M6m3n7,6,3,7,popmapsa,P-14.fq.gz,12
M7m3n6,7,3,6,popmapsa,P-14.fq.gz,12
M7m3n7,7,3,7,popmapsa,P-14.fq.gz,12
M7m3n8,7,3,8,popmapsa,P-14.fq.gz,12
M8m3n7,8,3,7,popmapsa,P-14.fq.gz,12
M8m3n8,8,3,8,popmapsa,P-14.fq.gz,12
M8m3n9,8,3,9,popmapsa,P-14.fq.gz,12
M1m3n0,1,3,0,popmapsa,T-31.fq.gz,13
M1m3n1,1,3,1,popmapsa,T-31.fq.gz,13
M1m3n2,1,3,2,popmapsa,T-31.fq.gz,13
M2m3n1,2,3,1,popmapsa,T-31.fq.gz,13
M2m3n2,2,3,2,popmapsa,T-31.fq.gz,13
M2m3n3,2,3,3,popmapsa,T-31.fq.gz,13
M3m3n2,3,3,2,popmapsa,T-31.fq.gz,13
M3m3n3,3,3,3,popmapsa,T-31.fq.gz,13
M3m3n4,3,3,4,popmapsa,T-31.fq.gz,13
M4m3n3,4,3,3,popmapsa,T-31.fq.gz,13
M4m3n4,4,3,4,popmapsa,T-31.fq.gz,13
M4m3n5,4,3,5,popmapsa,T-31.fq.gz,13
M5m3n4,5,3,4,popmapsa,T-31.fq.gz,13
M5m3n5,5,3,5,popmapsa,T-31.fq.gz,13
M5m3n6,5,3,6,popmapsa,T-31.fq.gz,13
M6m3n5,6,3,5,popmapsa,T-31.fq.gz,13
M6m3n6,6,3,6,popmapsa,T-31.fq.gz,13
M6m3n7,6,3,7,popmapsa,T-31.fq.gz,13
M7m3n6,7,3,6,popmapsa,T-31.fq.gz,13
M7m3n7,7,3,7,popmapsa,T-31.fq.gz,13
M7m3n8,7,3,8,popmapsa,T-31.fq.gz,13
M8m3n7,8,3,7,popmapsa,T-31.fq.gz,13
M8m3n8,8,3,8,popmapsa,T-31.fq.gz,13
M8m3n9,8,3,9,popmapsa,T-31.fq.gz,13
M1m3n0,1,3,0,popmapsa,V-20.fq.gz,14
M1m3n1,1,3,1,popmapsa,V-20.fq.gz,14
M1m3n2,1,3,2,popmapsa,V-20.fq.gz,14
M2m3n1,2,3,1,popmapsa,V-20.fq.gz,14
M2m3n2,2,3,2,popmapsa,V-20.fq.gz,14
M2m3n3,2,3,3,popmapsa,V-20.fq.gz,14
M3m3n2,3,3,2,popmapsa,V-20.fq.gz,14
M3m3n3,3,3,3,popmapsa,V-20.fq.gz,14
M3m3n4,3,3,4,popmapsa,V-20.fq.gz,14
M4m3n3,4,3,3,popmapsa,V-20.fq.gz,14
M4m3n4,4,3,4,popmapsa,V-20.fq.gz,14
M4m3n5,4,3,5,popmapsa,V-20.fq.gz,14
M5m3n4,5,3,4,popmapsa,V-20.fq.gz,14
M5m3n5,5,3,5,popmapsa,V-20.fq.gz,14
M5m3n6,5,3,6,popmapsa,V-20.fq.gz,14
M6m3n5,6,3,5,popmapsa,V-20.fq.gz,14
M6m3n6,6,3,6,popmapsa,V-20.fq.gz,14
M6m3n7,6,3,7,popmapsa,V-20.fq.gz,14
M7m3n6,7,3,6,popmapsa,V-20.fq.gz,14
M7m3n7,7,3,7,popmapsa,V-20.fq.gz,14
M7m3n8,7,3,8,popmapsa,V-20.fq.gz,14
M8m3n7,8,3,7,popmapsa,V-20.fq.gz,14
M8m3n8,8,3,8,popmapsa,V-20.fq.gz,14
M8m3n9,8,3,9,popmapsa,V-20.fq.gz,14
M1m3n0,1,3,0,popmapsa,W-2.fq.gz,15
M1m3n1,1,3,1,popmapsa,W-2.fq.gz,15
M1m3n2,1,3,2,popmapsa,W-2.fq.gz,15
M2m3n1,2,3,1,popmapsa,W-2.fq.gz,15
M2m3n2,2,3,2,popmapsa,W-2.fq.gz,15
M2m3n3,2,3,3,popmapsa,W-2.fq.gz,15
M3m3n2,3,3,2,popmapsa,W-2.fq.gz,15
M3m3n3,3,3,3,popmapsa,W-2.fq.gz,15
M3m3n4,3,3,4,popmapsa,W-2.fq.gz,15
M4m3n3,4,3,3,popmapsa,W-2.fq.gz,15
M4m3n4,4,3,4,popmapsa,W-2.fq.gz,15
M4m3n5,4,3,5,popmapsa,W-2.fq.gz,15
M5m3n4,5,3,4,popmapsa,W-2.fq.gz,15
M5m3n5,5,3,5,popmapsa,W-2.fq.gz,15
M5m3n6,5,3,6,popmapsa,W-2.fq.gz,15
M6m3n5,6,3,5,popmapsa,W-2.fq.gz,15
M6m3n6,6,3,6,popmapsa,W-2.fq.gz,15
M6m3n7,6,3,7,popmapsa,W-2.fq.gz,15
M7m3n6,7,3,6,popmapsa,W-2.fq.gz,15
M7m3n7,7,3,7,popmapsa,W-2.fq.gz,15
M7m3n8,7,3,8,popmapsa,W-2.fq.gz,15
M8m3n7,8,3,7,popmapsa,W-2.fq.gz,15
M8m3n8,8,3,8,popmapsa,W-2.fq.gz,15
M8m3n9,8,3,9,popmapsa,W-2.fq.gz,15
M1m3n0,1,3,0,popmapsa,XX-23.fq.gz,16
M1m3n1,1,3,1,popmapsa,XX-23.fq.gz,16
M1m3n2,1,3,2,popmapsa,XX-23.fq.gz,16
M2m3n1,2,3,1,popmapsa,XX-23.fq.gz,16
M2m3n2,2,3,2,popmapsa,XX-23.fq.gz,16
M2m3n3,2,3,3,popmapsa,XX-23.fq.gz,16
M3m3n2,3,3,2,popmapsa,XX-23.fq.gz,16
M3m3n3,3,3,3,popmapsa,XX-23.fq.gz,16
M3m3n4,3,3,4,popmapsa,XX-23.fq.gz,16
M4m3n3,4,3,3,popmapsa,XX-23.fq.gz,16
M4m3n4,4,3,4,popmapsa,XX-23.fq.gz,16
M4m3n5,4,3,5,popmapsa,XX-23.fq.gz,16
M5m3n4,5,3,4,popmapsa,XX-23.fq.gz,16
